date,hour,day_of_week,device,ad_id,total_clicks,avg_cost_per_click
2023-11-27,14,0,MOBILE,1004,4,2.1220490761645543
2023-11-27,17,0,MOBILE,1004,1,3.026554650807076
2023-11-27,18,0,MOBILE,1004,2,2.509053232384467
2023-11-27,19,0,MOBILE,1004,3,2.9046259828458574
2023-11-27,20,0,MOBILE,1004,1,2.640966973635925
2023-11-27,21,0,MOBILE,1004,3,2.6605308361882454
2023-11-28,11,1,MOBILE,1002,2,1.9944901117810092
2023-11-28,11,1,MOBILE,1004,5,1.7633420064348333
2023-11-28,12,1,MOBILE,1002,8,2.230966173336268
2023-11-28,12,1,MOBILE,1004,8,2.4345271546281384
2023-11-28,13,1,MOBILE,1002,2,1.9942113736967937
2023-11-28,13,1,MOBILE,1004,2,2.598841392424231
2023-11-28,14,1,MOBILE,1002,1,1.467999802526089
2023-11-28,14,1,MOBILE,1004,5,3.0844377467976924
2023-11-28,15,1,MOBILE,1004,2,2.596776010065238
2023-11-28,16,1,MOBILE,1004,2,1.6536196509356733
2023-11-28,17,1,MOBILE,1004,3,1.3319006210300435
2023-11-28,18,1,MOBILE,1004,3,1.769011648261399
2023-11-28,19,1,MOBILE,1004,4,2.74765398405105
2023-11-28,20,1,MOBILE,1004,4,2.6943769541798273
2023-11-28,21,1,MOBILE,1004,5,1.9953107733279745
2023-11-29,11,2,MOBILE,1002,1,1.962922068371037
2023-11-29,11,2,MOBILE,1004,1,2.933478910495179
2023-11-29,12,2,MOBILE,1004,5,2.362623759701502
2023-11-29,13,2,MOBILE,1002,3,0.9135592398925493
2023-11-29,13,2,MOBILE,1004,6,2.0208203812258057
2023-11-29,14,2,MOBILE,1002,3,2.087641114664033
2023-11-29,14,2,MOBILE,1004,3,1.9344902810231737
2023-11-29,16,2,MOBILE,1004,1,1.4308864130959287
2023-11-29,17,2,MOBILE,1004,4,2.3024862717987937
2023-11-29,18,2,MOBILE,1004,3,2.532466664845001
2023-11-29,19,2,MOBILE,1004,3,3.2055047078977386
2023-11-29,20,2,MOBILE,1003,7,3.3029222537902436
2023-11-29,20,2,MOBILE,1004,5,1.6173103986193165
2023-11-29,21,2,MOBILE,1003,5,3.3785082734762986
2023-11-29,21,2,MOBILE,1004,5,2.69892984856606
2023-11-30,11,3,MOBILE,1002,3,1.3803405558037698
2023-11-30,11,3,MOBILE,1004,2,2.3133920715816263
2023-11-30,12,3,MOBILE,1002,1,4.56264769268229
2023-11-30,12,3,MOBILE,1004,2,2.95824916841278
2023-11-30,13,3,MOBILE,1002,4,1.932021829689341
2023-11-30,13,3,MOBILE,1004,3,2.3711294715143554
2023-11-30,14,3,MOBILE,1002,5,2.349839572124279
2023-11-30,14,3,MOBILE,1004,1,1.477706019355599
2023-11-30,15,3,MOBILE,1004,4,2.899810167364767
2023-11-30,16,3,MOBILE,1004,7,2.141849625821416
2023-11-30,17,3,MOBILE,1003,4,2.750187779920279
2023-11-30,17,3,MOBILE,1004,5,2.2263114642403483
2023-11-30,18,3,MOBILE,1003,1,4.674635285195119
2023-11-30,18,3,MOBILE,1004,4,2.0337213038684947
2023-11-30,19,3,MOBILE,1003,1,2.4986677605934995
2023-11-30,19,3,MOBILE,1004,3,2.2460510326759255
2023-11-30,20,3,MOBILE,1003,3,2.804213497841894
2023-11-30,20,3,MOBILE,1004,11,2.641477408011991
2023-11-30,21,3,MOBILE,1004,7,2.5334047060617975
